Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LORNIE GARDENS,"6,000,000","3,229.2","1,858",Jun-25,LORNIE WALK,Resale,Land,300,"20,000",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LOYANG VILLAS,"2,400,000","2,152.8","1,115",Jun-25,LOYANG RISE,Resale,Land,200,"12,000",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
SEMBAWANG VILLAS,"7,588,000","7,203.27","1,053",Jun-25,SEMBAWANG PLACE,Resale,Land,669.2,"11,339",-,Detached House,1,Freehold,27,Outside Central Region,-
FRANKEL ESTATE,"6,880,000","2,820.17","2,440",Jun-25,DUNBAR WALK,Resale,Land,262,"26,260",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
CLOVER PARK,"5,700,000","3,180.76","1,792",Jun-25,CLOVER AVENUE,Resale,Land,295.5,"19,289",-,Terrace House,1,Freehold,20,Rest of Central Region,-
HOLLAND GROVE,"5,500,888","5,263.6","1,045",Jun-25,HOLLAND GROVE VIEW,Resale,Land,489,"11,249",-,Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
SERANGOON GARDEN ESTATE,"6,050,000","2,161.41","2,799",Jun-25,BRIDPORT AVENUE,Resale,Land,200.8,"30,129",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,950,000","1,929.99","1,529",Jun-25,EASTWOOD GREEN,Resale,Land,179.3,"16,453",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,750,000","2,938.57","1,957",Jun-25,JALAN SENANG,Resale,Land,273,"21,062",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
SPRINGWOOD,"6,200,000","3,669.45","1,690",Jun-25,SPRINGWOOD CLOSE,Resale,Land,340.9,"18,187",-,Terrace House,1,Freehold,05,Rest of Central Region,-
THE SPRINGSIDE,"4,000,000","1,827.73","2,189",Jun-25,SPRINGSIDE LINK,Resale,Land,169.8,"23,557",-,Terrace House,1,Freehold,26,Outside Central Region,-
CAPITOL PARK,"7,080,000","2,732.98","2,591",Jun-25,JALAN BAHASA,Resale,Land,253.9,"27,885",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
CHARLTON PARK,"6,300,000","4,803.97","1,311",Jun-25,JALAN SONGKET,Resale,Land,446.3,"14,116",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
SUMMERLEA GREEN,"2,850,000","1,614.6","1,765",Jun-25,KISMIS GREEN,Resale,Land,150,"19,000",-,Terrace House,1,99 yrs lease commencing from 1995,21,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"4,700,000","2,799.72","1,679",Jun-25,BODMIN DRIVE,Resale,Land,260.1,"18,070",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
DAISY PARK,"6,010,000","2,692.08","2,232",Jun-25,DAISY AVENUE,Resale,Land,250.1,"24,030",-,Terrace House,1,Freehold,13,Outside Central Region,-
LOYANG VILLAS,"2,660,000","1,768.53","1,504",Jun-25,LOYANG RISE,Resale,Land,164.3,"16,190",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
FUYONG ESTATE,"888,000","2,792.18",318,Jun-25,JALAN ASAS,Resale,Land,259.4,"3,423",-,Semi-Detached House,1,99 yrs lease commencing from 1947,23,Outside Central Region,-
NANYANG PARK,"4,850,000","2,262.59","2,144",Jun-25,CHUAN HOE AVENUE,Resale,Land,210.2,"23,073",-,Terrace House,1,999 yrs lease commencing from 1881,19,Outside Central Region,-
WESTVILLE,"2,330,000","1,747","1,334",Jun-25,WESTWOOD ROAD,Resale,Land,162.3,"14,356",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
OPERA ESTATE,"5,480,000","1,885.85","2,906",Jun-25,FIDELIO STREET,Resale,Land,175.2,"31,279",-,Terrace House,1,Freehold,15,Outside Central Region,-
MERA GARDENS,"2,800,000","1,656.58","1,690",Jun-25,ALMOND AVENUE,Resale,Land,153.9,"18,194",-,Terrace House,1,99 yrs lease commencing from 1994,23,Outside Central Region,-
SENG HUA GARDENS,"4,468,000","1,670.57","2,675",Jun-25,LORONG K TELOK KURAU,Resale,Land,155.2,"28,789",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,250,000","2,289.5","1,856",Jun-25,POH HUAT ROAD,Resale,Land,212.7,"19,981",-,Terrace House,1,940 yrs lease commencing from 1941,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,788,000","2,124.81","2,724",Jun-25,LORONG J TELOK KURAU,Resale,Land,197.4,"29,321",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,750,000","1,599.53","2,344",Jun-25,UPPER PAYA LEBAR ROAD,Resale,Land,148.6,"25,236",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,228,000","2,274.43","2,738",Jun-25,POH HUAT ROAD,Resale,Land,211.3,"29,475",-,Terrace House,1,999 yrs lease commencing from 1883,19,Outside Central Region,-
FOH PIN GARDEN,"3,420,000","1,644.74","2,079",Jun-25,CHARLTON LANE,Resale,Land,152.8,"22,382",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,200,000","3,734.03","2,464",Jun-25,HOLLAND GROVE DRIVE,Resale,Land,346.9,"26,521",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,400,000","3,700.66","1,189",Jun-25,NAMLY DRIVE,Resale,Land,343.8,"12,798",-,Semi-Detached House,1,99 yrs lease commencing from 1992,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,418,888","1,551.09","2,204",Jun-25,JALAN KEMAMAN,Resale,Land,144.1,"23,726",-,Terrace House,1,Freehold,12,Rest of Central Region,-
SARACA VILLAS,"2,900,000","2,821.24","1,028",Jun-25,SARACA TERRACE,Resale,Land,262.1,"11,064",-,Terrace House,1,99 yrs lease commencing from 1997,28,Outside Central Region,-
SENNETT ESTATE,"4,188,000","2,336.86","1,792",Jun-25,ANGSANA AVENUE,Resale,Land,217.1,"19,291",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SENNETT ESTATE,"3,138,000","1,500.5","2,091",May-25,MACPHERSON ROAD,Resale,Land,139.4,"22,511",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,530,000","1,198.03","2,946",May-25,EVERITT ROAD,Resale,Land,111.3,"31,716",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,080,000","4,748","1,070",May-25,JALAN SENDUDOK,Resale,Land,441.1,"11,517",-,Semi-Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,700,000","1,791.13","3,182",May-25,PULASAN ROAD,Resale,Land,166.4,"34,255",-,Terrace House,1,Freehold,15,Rest of Central Region,-
MISTRAL PARK,"4,950,000","3,245.35","1,525",May-25,JALAN ANGIN LAUT,Resale,Land,301.5,"16,418",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"11,180,000","4,059.1","2,754",May-25,JALAN PANDAN,Resale,Land,377.1,"29,647",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
OPERA ESTATE,"3,580,000","1,762.07","2,032",May-25,JALAN TERANG BULAN,Resale,Land,163.7,"21,869",-,Terrace House,1,Freehold,15,Outside Central Region,-
JALAN KAYU ESTATE,"4,450,000","4,559.63",976,May-25,JALAN TARI PAYONG,Resale,Land,423.6,"10,505",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
FULTON HILL,"5,400,000","3,598.41","1,501",May-25,FULTON ROAD,Resale,Land,334.3,"16,153",-,Terrace House,1,Freehold,20,Rest of Central Region,-
TEACHER'S HOUSING ESTATE,"4,000,000","1,807.28","2,213",May-25,TU FU AVENUE,Resale,Land,167.9,"23,824",-,Terrace House,1,999 yrs lease commencing from 1885,26,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"5,818,000","2,001.03","2,908",May-25,JALAN LANJUT,Resale,Land,185.9,"31,296",-,Terrace House,1,Freehold,20,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"3,100,000",884.8,"3,504",May-25,JALAN MULIA,Resale,Land,82.2,"37,713",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,730,000","1,599.53","1,707",May-25,UPPER PAYA LEBAR ROAD,Resale,Land,148.6,"18,371",-,Terrace House,1,Freehold,19,Outside Central Region,-
SEA BREEZE TERRACE,"4,320,000","1,862.17","2,320",May-25,SEA BREEZE AVENUE,Resale,Land,173,"24,971",-,Terrace House,1,Freehold,16,Outside Central Region,-
AIRVIEW PARK,"6,638,000","2,555.37","2,598",May-25,YUK TONG AVENUE,Resale,Land,237.4,"27,961",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
THOMSON GARDEN ESTATE,"6,388,888","1,909.53","3,346",May-25,JALAN ISNIN,Resale,Land,177.4,"36,014",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,888","2,289.5","1,966",May-25,LORONG HOW SUN,Resale,Land,212.7,"21,161",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,000,000","3,534.9","1,132",May-25,EASTWOOD WAY,Resale,Land,328.4,"12,180",-,Semi-Detached House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,150,000","2,160.33","2,384",May-25,HYTHE ROAD,Resale,Land,200.7,"25,660",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,650,000","4,229.18","1,809",May-25,JALAN RAHMAT,Resale,Land,392.9,"19,471",-,Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,080,000","1,698.56","1,813",May-25,UPPER THOMSON ROAD,Resale,Land,157.8,"19,518",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,650,000","2,626.42","1,770",May-25,JALAN KECHOT,Resale,Land,244,"19,057",-,Terrace House,1,Freehold,14,Outside Central Region,-
KEMBANGAN ESTATE,"7,050,000","5,491.79","1,284",May-25,LORONG SALLEH,Resale,Land,510.2,"13,818",-,Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,400,000","1,433.76","3,766",May-25,JALAN KEMAMAN,Resale,Land,133.2,"40,541",-,Terrace House,1,Freehold,12,Rest of Central Region,-
WESTWOOD PARK,"2,268,000","1,672.73","1,356",May-25,WESTWOOD CRESCENT,Resale,Land,155.4,"14,595",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"18,232,000","9,116.03","2,000",May-25,SWISS CLUB ROAD,Resale,Land,846.9,"21,528",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,900,000","2,643.64","2,232",May-25,LORONG KISMIS,Resale,Land,245.6,"24,023",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
VILLA VERDE,"2,450,000","1,614.6","1,517",May-25,VERDE AVENUE,Resale,Land,150,"16,333",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,560,000","3,816.91","1,457",May-25,STOKESAY DRIVE,Resale,Land,354.6,"15,680",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,400,000","2,114.05","2,554",May-25,EAST COAST AVENUE,Resale,Land,196.4,"27,495",-,Terrace House,1,Freehold,15,Outside Central Region,-
PEACH GARDEN,"13,600,000","6,025.69","2,257",May-25,PEACH GARDEN,Resale,Land,559.8,"24,294",-,Detached House,1,Freehold,15,Rest of Central Region,-
SELETAR HILLS ESTATE,"7,550,000","5,099.98","1,480",May-25,SARACA ROAD,Resale,Land,473.8,"15,935",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,400,000","2,801.87","1,927",May-25,BROCKHAMPTON DRIVE,Resale,Land,260.3,"20,745",-,Terrace House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
FRANKEL ESTATE,"9,248,000","4,281.92","2,160",May-25,SIGLAP BANK,Resale,Land,397.8,"23,248",-,Detached House,1,Freehold,15,Outside Central Region,-
PASIR PANJANG GARDENS,"4,525,000","2,464.96","1,836",May-25,TAMAN MAS MERAH,Resale,Land,229,"19,760",-,Terrace House,1,Freehold,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,820,000","3,284.1","1,772",May-25,LUCKY RISE,Resale,Land,305.1,"19,076",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
BEDOKVILLE,"6,100,000","4,321.75","1,411",May-25,JALAN LIMAU PURUT,Resale,Land,401.5,"15,193",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
OPERA ESTATE,"3,737,000","1,680.26","2,224",May-25,JALAN BANGSAWAN,Resale,Land,156.1,"23,940",-,Terrace House,1,Freehold,15,Outside Central Region,-
THE SPRINGSIDE,"3,950,000","1,711.48","2,308",May-25,SPRINGSIDE WALK,Resale,Land,159,"24,843",-,Terrace House,1,Freehold,26,Outside Central Region,-
MIMOSA TERRACE,"4,780,000","2,581.21","1,852",May-25,MIMOSA VIEW,Resale,Land,239.8,"19,933",-,Terrace House,1,Freehold,28,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,600,000","4,196.88","1,573",May-25,MEDWAY DRIVE,Resale,Land,389.9,"16,927",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,988,000","2,020.4","2,469",May-25,TEMBELING ROAD,Resale,Land,187.7,"26,574",-,Terrace House,1,Freehold,15,Rest of Central Region,-
YEW LIAN PARK,"6,250,000","3,445.56","1,814",May-25,TAMAN PERMATA,Resale,Land,320.1,"19,525",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,868,000","1,729.77","2,236",May-25,JALAN HAJI SALAM,Resale,Land,160.7,"24,070",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,500,000","4,306.68","1,741",May-25,UPPER CHANGI ROAD,Resale,Land,400.1,"18,745",-,Detached House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,500,000","4,312.06","1,739",May-25,UPPER CHANGI ROAD,Resale,Land,400.6,"18,722",-,Detached House,1,Freehold,16,Outside Central Region,-
MANDAI GARDEN,"4,280,000","3,461.7","1,236",May-25,MENG SUAN ROAD,Resale,Land,321.6,"13,308",-,Semi-Detached House,1,999 yrs lease commencing from 1884,26,Outside Central Region,-
WESTVILLE,"2,650,000","2,203.39","1,203",May-25,WESTWOOD CRESCENT,Resale,Land,204.7,"12,946",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,330,000","1,446.68","3,684",May-25,SIMON ROAD,Resale,Land,134.4,"39,658",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"16,020,000","7,749","2,067",May-25,GOODMAN ROAD,Resale,Land,719.9,"22,253",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
TAI KENG VILLAS,"3,100,000","2,541.38","1,220",May-25,JALAN KELICHAP,Resale,Land,236.1,"13,130",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,050,000","2,713.6","2,230",May-25,ENG KONG ROAD,Resale,Land,252.1,"23,998",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
WESTLAKE GARDENS,"6,500,000","3,546.74","1,833",May-25,WESTLAKE AVENUE,Resale,Land,329.5,"19,727",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
EAST VIEW GARDEN,"4,260,000","3,159.23","1,348",May-25,MERAGI ROAD,Resale,Land,293.5,"14,514",-,Terrace House,1,999 yrs lease commencing from 1885,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,360,000","1,895.54","2,828",May-25,LORONG STANGEE,Resale,Land,176.1,"30,437",-,Terrace House,1,Freehold,15,Rest of Central Region,-
SEMBAWANG PARK,"3,300,000","1,776.06","1,858",May-25,JALAN MATA AYER,Resale,Land,165,"20,000",-,Terrace House,1,Freehold,27,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"6,200,000","4,312.06","1,438",May-25,JALAN MENGKUDU,Resale,Land,400.6,"15,477",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
PASIR PANJANG GARDENS,"3,622,888","1,503.73","2,409",May-25,JALAN MAS KUNING,Resale,Land,139.7,"25,933",-,Terrace House,1,Freehold,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"11,500,000","6,771.63","1,698",May-25,WOO MON CHEW ROAD,Resale,Land,629.1,"18,280",-,Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,580,000","3,591.95","1,832",May-25,JAGO CLOSE,Resale,Land,333.7,"19,718",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
BEDOKVILLE,"6,180,000","3,654.38","1,691",May-25,JALAN LIMAU PURUT,Resale,Land,339.5,"18,203",-,Semi-Detached House,1,999 yrs lease commencing from 1878,16,Outside Central Region,-
PEIRCE VILLAS,"37,000,000","17,260.07","2,144",May-25,PEIRCE HILL,Resale,Land,"1,603.5","23,075",-,Detached House,1,Freehold,10,Core Central Region,-
TEACHER'S HOUSING ESTATE,"4,500,000","1,804.05","2,494",May-25,TAGORE AVENUE,Resale,Land,167.6,"26,850",-,Terrace House,1,999 yrs lease commencing from 1885,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,180,000","1,614.6","2,589",May-25,HIGHLAND ROAD,Resale,Land,150,"27,867",-,Terrace House,1,Freehold,19,Outside Central Region,-
BEDOK RIA,"4,030,000","1,769.6","2,277",May-25,BEDOK RIA CRESCENT,Resale,Land,164.4,"24,513",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,080,000","2,621.03","1,175",May-25,EASTWOOD GREEN,Resale,Land,243.5,"12,649",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,730,000","1,625.36","2,295",May-25,JALAN ANGIN LAUT,Resale,Land,151,"24,702",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,388,000","1,736.23","2,527",May-25,EVERITT ROAD,Resale,Land,161.3,"27,204",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,338,888","3,143.09","1,062",May-25,KEW HEIGHTS,Resale,Land,292,"11,435",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
MUGLISTON HILL,"4,200,000","2,693.15","1,560",May-25,MUGLISTON PARK,Resale,Land,250.2,"16,787",-,Terrace House,1,999 yrs lease commencing from 1886,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,660,000","2,989.16","1,224",May-25,KEW HEIGHTS,Resale,Land,277.7,"13,180",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,380,000","2,084.99","2,101",May-25,JALAN RIANG,Resale,Land,193.7,"22,612",-,Terrace House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,300,000","2,544.61","2,476",May-25,EAST COAST ROAD,Resale,Land,236.4,"26,650",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,380,000","1,621.06","2,702",May-25,JOO CHIAT TERRACE,Resale,Land,150.6,"29,084",-,Terrace House,1,Freehold,15,Rest of Central Region,-
SELETAR HILLS ESTATE,"3,178,830","2,449.89","1,298",May-25,JALAN LAKUM,Resale,Land,227.6,"13,967",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,188,000","4,627.44","1,121",May-25,KANG CHOO BIN ROAD,Resale,Land,429.9,"12,068",-,Terrace House,1,999 yrs lease commencing from 1883,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,830,000","1,939.67","1,459",May-25,EASTWOOD GREEN,Resale,Land,180.2,"15,705",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
ADELPHI PARK ESTATE,"9,330,000","7,009.52","1,331",May-25,GARDENIA ROAD,Resale,Land,651.2,"14,327",-,Detached House,1,Freehold,20,Rest of Central Region,-
THE SPRINGSIDE,"4,250,000","2,253.98","1,886",May-25,SPRINGSIDE VIEW,Resale,Land,209.4,"20,296",-,Terrace House,1,Freehold,26,Outside Central Region,-
OPERA ESTATE,"3,000,000","1,319.67","2,273",May-25,DAFNE STREET,Resale,Land,122.6,"24,470",-,Terrace House,1,Freehold,15,Outside Central Region,-
CAPITOL PARK,"8,300,000","3,753.41","2,211",May-25,UNIVERSITY ROAD,Resale,Land,348.7,"23,803",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
SERANGOON GARDEN ESTATE,"7,250,000","2,796.49","2,593",May-25,BODMIN DRIVE,Resale,Land,259.8,"27,906",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
CHUAN GARDEN,"6,080,000","3,638.23","1,671",May-25,CHUAN GARDEN,Resale,Land,338,"17,988",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
THOMSON RISE ESTATE,"8,290,000","5,999.85","1,382",May-25,JALAN INSAF,Resale,Land,557.4,"14,873",-,Detached House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"9,200,000","3,266.87","2,816",May-25,THAM SOONG AVENUE,Resale,Land,303.5,"30,313",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,100,000","5,425.06","1,309",May-25,ST. HELIER'S AVENUE,Resale,Land,504,"14,087",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
CHUAN VILLAS,"2,880,000","1,686.72","1,707",May-25,CHUAN CLOSE,Resale,Land,156.7,"18,379",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,950,000","2,722.22","1,818",May-25,SELETAR ROAD,Resale,Land,252.9,"19,573",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
VILLA VERDE,"2,168,000","1,614.6","1,343",May-25,VERDE AVENUE,Resale,Land,150,"14,453",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,038,000","1,555.4","2,596",May-25,BOWMONT GARDENS,Resale,Land,144.5,"27,945",-,Terrace House,1,Freehold,15,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"5,080,000","1,785.75","2,845",May-25,JALAN KURAS,Resale,Land,165.9,"30,621",-,Terrace House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"1,844,000","1,697.48","1,086",May-25,CAMBRIDGE ROAD,Resale,Land,157.7,"11,693",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"23,500,000","11,467.97","2,049",May-25,CHANCERY LANE,Resale,Land,"1,065.4","22,057",-,Detached House,1,Freehold,11,Core Central Region,-
PASIR RIS BEACH PARK,"3,750,000","2,400.37","1,562",May-25,PASIR RIS TERRACE,Resale,Land,223,"16,816",-,Terrace House,1,999 yrs lease commencing from 1874,18,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,250,000","1,839.57","1,767",May-25,CARDIFF GROVE,Resale,Land,170.9,"19,017",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
