Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SKYSUITES@ANSON,"1,500,000",699.66,"2,144",Aug-25,ENGGOR STREET,Resale,Strata,65.0,"23,077",-,Apartment,1,99 yrs lease commencing from 2008,2,Core Central Region,21 to 25
THE TRILINQ,"1,850,000",914.94,"2,022",Aug-25,JALAN LEMPENG,Resale,Strata,85.0,"21,765",-,Condominium,1,99 yrs lease commencing from 2012,5,Outside Central Region,16 to 20
HIGHLINE RESIDENCES,"2,400,000","1,130.22","2,123",Aug-25,KIM TIAN ROAD,Resale,Strata,105.0,"22,857",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"3,220,000","1,539.25","2,092",Aug-25,MARINA WAY,Resale,Strata,143.0,"22,517",-,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,11 to 15
KENT RIDGE HILL RESIDENCES,"1,288,000",645.84,"1,994",Aug-25,SOUTH BUONA VISTA ROAD,Resale,Strata,60.0,"21,467",-,Apartment,1,99 yrs lease commencing from 2018,5,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,818,888",904.18,"2,012",Aug-25,STIRLING ROAD,Resale,Strata,84.0,"21,653",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40
PARC IMPERIAL,"1,648,888","1,194.8","1,380",Aug-25,PASIR PANJANG ROAD,Resale,Strata,111.0,"14,855",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
CORALS AT KEPPEL BAY,"9,500,000","4,725.4","2,010",Aug-25,KEPPEL BAY DRIVE,Resale,Strata,439.0,"21,640",-,Condominium,1,99 yrs lease commencing from 2007,4,Rest of Central Region,06 to 10
BIJOU,"1,368,888",602.78,"2,271",Aug-25,JALAN MAT JAMBOL,Resale,Strata,56.0,"24,444",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
THE COAST AT SENTOSA COVE,"3,420,000","2,357.32","1,451",Aug-25,OCEAN DRIVE,Resale,Strata,219.0,"15,616",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05
PARC CLEMATIS,"1,630,000",721.19,"2,260",Aug-25,JALAN LEMPENG,Resale,Strata,67.0,"24,328",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,21 to 25
THE INTERLACE,"2,720,000","1,463.9","1,858",Aug-25,DEPOT ROAD,Resale,Strata,136.0,"20,000",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,530,000",656.6,"2,330",Aug-25,STIRLING ROAD,Resale,Strata,61.0,"25,082",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40
ONE-NORTH RESIDENCES,"3,950,000","2,691","1,468",Aug-25,ONE-NORTH GATEWAY,Resale,Strata,250.0,"15,800",-,Apartment,1,99 yrs lease commencing from 2005,5,Rest of Central Region,11 to 15
MARINA BAY RESIDENCES,"2,550,000","1,076.4","2,369",Aug-25,MARINA BOULEVARD,Resale,Strata,100.0,"25,500",-,Condominium,1,99 yrs lease commencing from 2005,1,Core Central Region,46 to 50
CARIBBEAN AT KEPPEL BAY,"2,450,000","1,280.92","1,913",Aug-25,KEPPEL BAY DRIVE,Resale,Strata,119.0,"20,588",-,Condominium,1,99 yrs lease commencing from 1999,4,Rest of Central Region,06 to 10
ONE-NORTH RESIDENCES,"2,650,000","1,431.61","1,851",Aug-25,ONE-NORTH GATEWAY,Resale,Strata,133.0,"19,925",-,Apartment,1,99 yrs lease commencing from 2005,5,Rest of Central Region,06 to 10
PARC CLEMATIS,"2,170,000",904.18,"2,400",Aug-25,JALAN LEMPENG,Resale,Strata,84.0,"25,833",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20
ONE-NORTH EDEN,"1,250,000",516.67,"2,419",Aug-25,SLIM BARRACKS RISE,Resale,Strata,48.0,"26,042",-,Apartment,1,99 yrs lease commencing from 2019,5,Rest of Central Region,06 to 10
AVENUE SOUTH RESIDENCE,"1,678,000",688.9,"2,436",Aug-25,SILAT AVENUE,Resale,Strata,64.0,"26,219",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,36 to 40
COMMONWEALTH TOWERS,"2,150,000",904.18,"2,378",Aug-25,COMMONWEALTH AVENUE,Resale,Strata,84.0,"25,595",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15
RIVIERE,"3,600,000","1,216.33","2,960",Aug-25,JIAK KIM STREET,Resale,Strata,113.0,"31,858",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,06 to 10
EON SHENTON,"1,550,000",882.65,"1,756",Aug-25,SHENTON WAY,Resale,Strata,82.0,"18,902",-,Apartment,1,99 yrs lease commencing from 2011,2,Core Central Region,26 to 30
ECHELON,"3,280,000","1,571.54","2,087",Aug-25,ALEXANDRA VIEW,Resale,Strata,146.0,"22,466",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,775,000",678.13,"2,617",Aug-25,STIRLING ROAD,Resale,Strata,63.0,"28,175",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"2,588,000","1,076.4","2,404",Aug-25,COMMONWEALTH AVENUE,Resale,Strata,100.0,"25,880",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,16 to 20
PARC CLEMATIS,"1,590,000",721.19,"2,205",Aug-25,JALAN LEMPENG,Resale,Strata,67.0,"23,731",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,11 to 15
PARC CLEMATIS,"3,500,000","1,496.2","2,339",Aug-25,JALAN LEMPENG,Resale,Strata,139.0,"25,180",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,11 to 15
PRINCIPAL GARDEN,"1,711,000",785.77,"2,177",Aug-25,PRINCE CHARLES CRESCENT,Resale,Strata,73.0,"23,438",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,16 to 20
THE ARRIS,"2,300,000",979.52,"2,348",Aug-25,YAN KIT ROAD,Resale,Strata,91.0,"25,275",-,Apartment,1,Freehold,2,Rest of Central Region,01 to 05
THE PEAK@BALMEG,"2,820,000","1,506.96","1,871",Aug-25,BALMEG HILL,Resale,Strata,140.0,"20,143",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
THE TRILINQ,"2,500,000","1,603.84","1,559",Aug-25,JALAN LEMPENG,Resale,Strata,149.0,"16,779",-,Condominium,1,99 yrs lease commencing from 2012,5,Outside Central Region,01 to 05
WHISTLER GRAND,"1,420,000",764.24,"1,858",Aug-25,WEST COAST VALE,Resale,Strata,71.0,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,11 to 15
MARGARET VILLE,"1,110,000",527.44,"2,105",Aug-25,MARGARET DRIVE,Resale,Strata,49.0,"22,653",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05
CENTRAL GREEN CONDOMINIUM,"1,562,800",947.23,"1,650",Aug-25,JALAN MEMBINA,Resale,Strata,88.0,"17,759",-,Condominium,1,99 yrs lease commencing from 1992,3,Rest of Central Region,01 to 05
EMERALD PARK,"1,455,000",925.7,"1,572",Aug-25,INDUS ROAD,Resale,Strata,86.0,"16,919",-,Condominium,1,99 yrs lease commencing from 1991,3,Rest of Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"3,275,000","1,733","1,890",Aug-25,ALEXANDRA VIEW,Resale,Strata,161.0,"20,342",-,Condominium,1,99 yrs lease commencing from 2006,3,Rest of Central Region,01 to 05
PARC CLEMATIS,"1,980,000",968.76,"2,044",Aug-25,JALAN LEMPENG,Resale,Strata,90.0,"22,000",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,06 to 10
WESTCOVE CONDOMINIUM,"1,600,000","1,227.1","1,304",Aug-25,WEST COAST CRESCENT,Resale,Strata,114.0,"14,035",-,Condominium,1,99 yrs lease commencing from 1995,5,Outside Central Region,06 to 10
CARABELLE,"1,630,000",882.65,"1,847",Aug-25,WEST COAST WAY,Resale,Strata,82.0,"19,878",-,Condominium,1,956 yrs lease commencing from 1928,5,Outside Central Region,06 to 10
ONE SHENTON,"2,778,000","1,485.43","1,870",Aug-25,SHENTON WAY,Resale,Strata,138.0,"20,130",-,Apartment,1,99 yrs lease commencing from 2005,1,Core Central Region,06 to 10
CORALS AT KEPPEL BAY,"3,330,000","1,496.2","2,226",Aug-25,KEPPEL BAY DRIVE,Resale,Strata,139.0,"23,957",-,Condominium,1,99 yrs lease commencing from 2007,4,Rest of Central Region,01 to 05
MARINA BAY RESIDENCES,"1,730,000",731.95,"2,364",Aug-25,MARINA BOULEVARD,Resale,Strata,68.0,"25,441",-,Condominium,1,99 yrs lease commencing from 2005,1,Core Central Region,31 to 35
STIRLING RESIDENCES,"1,014,000",441.32,"2,298",Aug-25,STIRLING ROAD,Resale,Strata,41.0,"24,732",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,11 to 15
THE MAYLEA,"2,630,000","1,657.66","1,587",Aug-25,PASIR PANJANG ROAD,Resale,Strata,154.0,"17,078",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
SKYSUITES@ANSON,"1,480,000",667.37,"2,218",Aug-25,ENGGOR STREET,Resale,Strata,62.0,"23,871",-,Apartment,1,99 yrs lease commencing from 2008,2,Core Central Region,41 to 45
BLUE HORIZON,"1,328,000",968.76,"1,371",Aug-25,WEST COAST CRESCENT,Resale,Strata,90.0,"14,756",-,Condominium,1,99 yrs lease commencing from 2000,5,Outside Central Region,01 to 05
DOVER PARKVIEW,"1,380,000",936.47,"1,474",Aug-25,DOVER RISE,Resale,Strata,87.0,"15,862",-,Condominium,1,99 yrs lease commencing from 1993,5,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,535,000",656.6,"2,338",Aug-25,STIRLING ROAD,Resale,Strata,61.0,"25,164",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,31 to 35
PARC CLEMATIS,"2,630,000","1,044.11","2,519",Aug-25,JALAN LEMPENG,Resale,Strata,97.0,"27,113",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,01 to 05
QUEENS,"2,200,888","1,194.8","1,842",Aug-25,STIRLING ROAD,Resale,Strata,111.0,"19,828",-,Condominium,1,99 yrs lease commencing from 1998,3,Rest of Central Region,36 to 40
WHISTLER GRAND,"1,468,000",764.24,"1,921",Aug-25,WEST COAST VALE,Resale,Strata,71.0,"20,676",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,26 to 30
MARINA BAY RESIDENCES,"2,320,000","1,076.4","2,155",Aug-25,MARINA BOULEVARD,Resale,Strata,100.0,"23,200",-,Condominium,1,99 yrs lease commencing from 2005,1,Core Central Region,36 to 40
THE SORRENTO,"1,800,000","1,377.79","1,306",Aug-25,WEST COAST ROAD,Resale,Strata,128.0,"14,063",-,Condominium,1,Freehold,5,Outside Central Region,01 to 05
STIRLING RESIDENCES,"1,838,000",764.24,"2,405",Aug-25,STIRLING ROAD,Resale,Strata,71.0,"25,887",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,400,000",656.6,"2,132",Aug-25,STIRLING ROAD,Resale,Strata,61.0,"22,951",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05
ONE-NORTH EDEN,"1,850,000",785.77,"2,354",Aug-25,SLIM BARRACKS RISE,Resale,Strata,73.0,"25,342",-,Apartment,1,99 yrs lease commencing from 2019,5,Rest of Central Region,06 to 10
AVENUE SOUTH RESIDENCE,"1,350,000",656.6,"2,056",Aug-25,SILAT AVENUE,Resale,Strata,61.0,"22,131",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,16 to 20
THE SAIL @ MARINA BAY,"2,260,000",936.47,"2,413",Aug-25,MARINA BOULEVARD,Resale,Strata,87.0,"25,977",-,Apartment,1,99 yrs lease commencing from 2002,1,Core Central Region,36 to 40
COMMONWEALTH TOWERS,"905,000",473.62,"1,911",Aug-25,COMMONWEALTH AVENUE,Resale,Strata,44.0,"20,568",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,01 to 05
THE TRILINQ,"1,730,000","1,108.69","1,560",Aug-25,JALAN LEMPENG,Resale,Strata,103.0,"16,796",-,Condominium,1,99 yrs lease commencing from 2012,5,Outside Central Region,11 to 15
RIVIERE,"6,050,000","2,002.1","3,022",Aug-25,JIAK KIM STREET,Resale,Strata,186.0,"32,527",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,06 to 10
V ON SHENTON,"1,065,000",484.38,"2,199",Aug-25,SHENTON WAY,Resale,Strata,45.0,"23,667",-,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,21 to 25
THE REGENCY AT TIONG BAHRU,"2,300,800",958,"2,402",Aug-25,CHAY YAN STREET,Resale,Strata,89.0,"25,852",-,Condominium,1,Freehold,3,Rest of Central Region,01 to 05
SPOTTISWOODE RESIDENCES,"1,330,000",602.78,"2,206",Aug-25,SPOTTISWOODE PARK ROAD,Resale,Strata,56.0,"23,750",-,Condominium,1,Freehold,2,Rest of Central Region,21 to 25
PARC CLEMATIS,"900,000",452.09,"1,991",Aug-25,JALAN LEMPENG,Resale,Strata,42.0,"21,429",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20
WESTCOVE CONDOMINIUM,"1,588,888","1,216.33","1,306",Aug-25,WEST COAST CRESCENT,Resale,Strata,113.0,"14,061",-,Condominium,1,99 yrs lease commencing from 1995,5,Outside Central Region,06 to 10
SEAHILL,"1,368,000",861.12,"1,589",Aug-25,WEST COAST CRESCENT,Resale,Strata,80.0,"17,100",-,Condominium,1,99 yrs lease commencing from 2011,5,Outside Central Region,16 to 20
THE ROCHESTER RESIDENCES,"2,938,000","1,679.18","1,750",Aug-25,ROCHESTER DRIVE,Resale,Strata,156.0,"18,833",-,Apartment,1,99 yrs lease commencing from 2005,5,Rest of Central Region,11 to 15
KENT RIDGE HILL RESIDENCES,"1,300,000",645.84,"2,013",Aug-25,SOUTH BUONA VISTA ROAD,Resale,Strata,60.0,"21,667",-,Apartment,1,99 yrs lease commencing from 2018,5,Rest of Central Region,01 to 05
TWIN VEW,"2,380,000","1,248.62","1,906",Aug-25,WEST COAST VALE,Resale,Strata,116.0,"20,517",-,Apartment,1,99 yrs lease commencing from 2017,5,Outside Central Region,06 to 10
STIRLING RESIDENCES,"1,750,000",764.24,"2,290",Aug-25,STIRLING ROAD,Resale,Strata,71.0,"24,648",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05
VARSITY PARK CONDOMINIUM,"2,300,000","1,399.32","1,644",Aug-25,WEST COAST ROAD,Resale,Strata,130.0,"17,692",-,Condominium,1,99 yrs lease commencing from 2004,5,Outside Central Region,01 to 05
LE HILL CONDOMINIUM,"1,552,000",990.29,"1,567",Aug-25,PASIR PANJANG HILL,Resale,Strata,92.0,"16,870",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
MERAPRIME,"2,350,000","1,097.93","2,140",Aug-25,JALAN BUKIT HO SWEE,Resale,Strata,102.0,"23,039",-,Condominium,1,99 yrs lease commencing from 2003,3,Rest of Central Region,16 to 20
EON SHENTON,"1,210,000",527.44,"2,294",Aug-25,SHENTON WAY,Resale,Strata,49.0,"24,694",-,Apartment,1,99 yrs lease commencing from 2011,2,Core Central Region,26 to 30
PEPYS HILL CONDOMINIUM,"4,500,000","4,316.36","1,043",Aug-25,PEPYS ROAD,Resale,Strata,401.0,"11,222",-,Condominium,1,Freehold,5,Rest of Central Region,06 to 10
CARIBBEAN AT KEPPEL BAY,"3,200,000","1,636.13","1,956",Aug-25,KEPPEL BAY DRIVE,Resale,Strata,152.0,"21,053",-,Condominium,1,99 yrs lease commencing from 1999,4,Rest of Central Region,01 to 05
BOTANNIA,"2,330,000","1,636.13","1,424",Aug-25,WEST COAST PARK,Resale,Strata,152.0,"15,329",-,Condominium,1,956 yrs lease commencing from 1928,5,Outside Central Region,01 to 05
PARC CLEMATIS,"2,818,000","1,076.4","2,618",Aug-25,JALAN LEMPENG,Resale,Strata,100.0,"28,180",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20
MARINA BAY RESIDENCES,"5,100,000","2,378.84","2,144",Aug-25,MARINA BOULEVARD,Resale,Strata,221.0,"23,077",-,Condominium,1,99 yrs lease commencing from 2005,1,Core Central Region,16 to 20
RIVER PLACE,"2,310,000","1,280.92","1,803",Aug-25,HAVELOCK ROAD,Resale,Strata,119.0,"19,412",-,Condominium,1,99 yrs lease commencing from 1995,3,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,275,000",527.44,"2,417",Aug-25,SILAT AVENUE,Resale,Strata,49.0,"26,020",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50
CARIBBEAN AT KEPPEL BAY,"1,700,000",904.18,"1,880",Aug-25,KEPPEL BAY DRIVE,Resale,Strata,84.0,"20,238",-,Condominium,1,99 yrs lease commencing from 1999,4,Rest of Central Region,06 to 10
WALLICH RESIDENCE,"1,640,000",645.84,"2,539",Aug-25,WALLICH STREET,Resale,Strata,60.0,"27,333",-,Apartment,1,99 yrs lease commencing from 2011,2,Core Central Region,36 to 40
THE OCEANFRONT @ SENTOSA COVE,"2,180,000","1,216.33","1,792",Aug-25,OCEAN DRIVE,Resale,Strata,113.0,"19,292",-,Condominium,1,99 yrs lease commencing from 2005,4,Core Central Region,06 to 10
MURANO,"1,331,888",861.12,"1,547",Aug-25,PASIR PANJANG ROAD,Resale,Strata,80.0,"16,649",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
HUNDRED TREES,"900,000",484.38,"1,858",Aug-25,WEST COAST DRIVE,Resale,Strata,45.0,"20,000",-,Condominium,1,956 yrs lease commencing from 1928,5,Outside Central Region,01 to 05
QUEENSWAY TOWER,"2,580,000","1,679.18","1,536",Aug-25,QUEENSWAY,Resale,Strata,156.0,"16,538",-,Apartment,1,Freehold,3,Rest of Central Region,11 to 15
76 SHENTON,"1,088,000",592.02,"1,838",Aug-25,SHENTON WAY,Resale,Strata,55.0,"19,782",-,Apartment,1,99 yrs lease commencing from 2007,2,Core Central Region,06 to 10
THE CREST,"1,760,000",861.12,"2,044",Aug-25,PRINCE CHARLES CRESCENT,Resale,Strata,80.0,"22,000",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"2,510,000","1,054.87","2,379",Aug-25,STIRLING ROAD,Resale,Strata,98.0,"25,612",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,06 to 10
PARC RIVIERA,"2,080,000","1,184.04","1,757",Aug-25,WEST COAST VALE,Resale,Strata,110.0,"18,909",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,16 to 20
CORALS AT KEPPEL BAY,"1,988,000",968.76,"2,052",Aug-25,KEPPEL BAY DRIVE,Resale,Strata,90.0,"22,089",-,Condominium,1,99 yrs lease commencing from 2007,4,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"1,300,000",688.9,"1,887",Aug-25,MARINA WAY,Resale,Strata,64.0,"20,313",-,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,01 to 05
HIGHLINE RESIDENCES,"2,860,000","1,108.69","2,580",Aug-25,KIM TIAN ROAD,Resale,Strata,103.0,"27,767",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15
THE ROCHESTER RESIDENCES,"1,600,000","1,280.92","1,249",Aug-25,ROCHESTER DRIVE,Resale,Strata,119.0,"13,445",-,Apartment,1,99 yrs lease commencing from 2005,5,Rest of Central Region,06 to 10
WHISTLER GRAND,"1,193,000",624.31,"1,911",Aug-25,WEST COAST VALE,Resale,Strata,58.0,"20,569",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,11 to 15
BOTANNIA,"2,280,000","1,270.15","1,795",Aug-25,WEST COAST PARK,Resale,Strata,118.0,"19,322",-,Condominium,1,956 yrs lease commencing from 1928,5,Outside Central Region,06 to 10
COMMONWEALTH TOWERS,"2,096,888",904.18,"2,319",Aug-25,COMMONWEALTH AVENUE,Resale,Strata,84.0,"24,963",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,06 to 10
QUEENS PEAK,"985,000",441.32,"2,232",Aug-25,DUNDEE ROAD,Resale,Strata,41.0,"24,024",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,21 to 25
AVENUE SOUTH RESIDENCE,"1,530,000",731.95,"2,090",Aug-25,SILAT AVENUE,Resale,Strata,68.0,"22,500",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,01 to 05
CENTRAL GREEN CONDOMINIUM,"2,580,000","1,431.61","1,802",Aug-25,JALAN MEMBINA,Resale,Strata,133.0,"19,398",-,Condominium,1,99 yrs lease commencing from 1992,3,Rest of Central Region,06 to 10
SKYSUITES@ANSON,"980,000",398.27,"2,461",Aug-25,ENGGOR STREET,Resale,Strata,37.0,"26,486",-,Apartment,1,99 yrs lease commencing from 2008,2,Core Central Region,41 to 45
ALEX RESIDENCES,"2,142,000",925.7,"2,314",Aug-25,ALEXANDRA VIEW,Resale,Strata,86.0,"24,907",-,Apartment,1,99 yrs lease commencing from 2013,3,Rest of Central Region,21 to 25
DOVER PARKVIEW,"1,475,000",936.47,"1,575",Aug-25,DOVER RISE,Resale,Strata,87.0,"16,954",-,Condominium,1,99 yrs lease commencing from 1993,5,Rest of Central Region,11 to 15
THE INTERLACE,"2,227,777","1,259.39","1,769",Aug-25,DEPOT ROAD,Resale,Strata,117.0,"19,041",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,06 to 10
THE PEARL @ MOUNT FABER,"2,020,000","1,356.26","1,489",Aug-25,MOUNT FABER ROAD,Resale,Strata,126.0,"16,032",-,Condominium,1,99 yrs lease commencing from 2002,4,Rest of Central Region,01 to 05
ALESSANDREA,"2,180,000","1,097.93","1,986",Aug-25,ALEXANDRA ROAD,Resale,Strata,102.0,"21,373",-,Apartment,1,Freehold,3,Rest of Central Region,11 to 15
NEWEST,"745,000",462.85,"1,610",Aug-25,WEST COAST DRIVE,Resale,Strata,43.0,"17,326",-,Apartment,1,956 yrs lease commencing from 1928,5,Outside Central Region,01 to 05
WHITEHAVEN,"1,650,000","1,550.02","1,065",Aug-25,PASIR PANJANG ROAD,Resale,Strata,144.0,"11,458",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
SEASCAPE,"4,700,000","2,680.24","1,754",Aug-25,COVE WAY,Resale,Strata,249.0,"18,876",-,Condominium,1,99 yrs lease commencing from 2007,4,Core Central Region,06 to 10
ECHELON,"1,670,000",731.95,"2,282",Aug-25,ALEXANDRA VIEW,Resale,Strata,68.0,"24,559",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,36 to 40
PARC CLEMATIS,"2,030,000",893.41,"2,272",Aug-25,JALAN LEMPENG,Resale,Strata,83.0,"24,458",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"3,090,000","1,625.36","1,901",Aug-25,KEPPEL BAY VIEW,Resale,Strata,151.0,"20,464",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,670,000",731.95,"2,282",Aug-25,SILAT AVENUE,Resale,Strata,68.0,"24,559",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,26 to 30
MARINA ONE RESIDENCES,"1,450,000",775.01,"1,871",Aug-25,MARINA WAY,Resale,Strata,72.0,"20,139",-,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,31 to 35
PARC RIVIERA,"2,020,000","1,151.75","1,754",Aug-25,WEST COAST VALE,Resale,Strata,107.0,"18,879",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,26 to 30
ONE-NORTH RESIDENCES,"1,180,000",602.78,"1,958",Aug-25,ONE-NORTH GATEWAY,Resale,Strata,56.0,"21,071",-,Apartment,1,99 yrs lease commencing from 2005,5,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,919,000",807.3,"2,377",Aug-25,PRINCE CHARLES CRESCENT,Resale,Strata,75.0,"25,587",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,21 to 25
